sura,aya,n_words,n_chars,zscore_n_words,zscore_n_chars,is_z_anomaly
12,64,18,128,0.520010592858414,0.31819554977251086,0
12,65,25,225,1.2370785230914028,1.5755623814519508,0
12,66,24,176,1.134640247343833,0.9403976932839864,0
12,67,28,222,1.5443933503341123,1.5366747474824838,0
12,68,30,213,1.749269901829252,1.420011845574082,0
12,69,16,118,0.3151340413632744,0.18857010320762013,0
12,70,15,126,0.21269576561570458,0.2922704604595327,0
12,71,5,48,-0.8116869918599936,-0.7188080227466149,0
12,72,12,85,-0.09461906162700487,-0.23919387045651924,0
12,73,13,87,0.00781921412056495,-0.21326878114354111,0
12,74,6,46,-0.7092487161124238,-0.744733112059593,0
12,75,11,88,-0.19705733737457468,-0.20030623648705204,0
12,76,33,240,2.0565847290719614,1.770000551299287,0
12,77,25,167,1.2370785230914028,0.8237347913755847,0
12,78,15,124,0.21269576561570458,0.2663453711465546,0
12,79,13,96,0.00781921412056495,-0.09660587923513946,0
12,80,37,270,2.4663378320622407,2.158876890993959,0
12,81,17,136,0.41757231711084425,0.4218959070244234,0
12,82,12,96,-0.09461906162700487,-0.09660587923513946,0
12,83,18,134,0.520010592858414,0.3959708177114453,0
12,84,13,100,0.00781921412056495,-0.044755700609183165,0
12,85,13,92,0.00781921412056495,-0.14845605786109575,0
12,86,13,89,0.00781921412056495,-0.18734369183056296,0
12,87,20,159,0.7248871443535537,0.7200344341236721,0
12,88,21,197,0.8273254201011235,1.2126111310702568,0
12,89,10,71,-0.2994956131221445,-0.4206694956473663,0
12,90,23,166,1.0322019715962631,0.8107722467190956,0
12,91,10,73,-0.2994956131221445,-0.3947444063343881,0
12,92,11,86,-0.19705733737457468,-0.22623132580003016,0
12,93,12,103,-0.09461906162700487,-0.005868066639715946,0
12,94,12,88,-0.09461906162700487,-0.20030623648705204,0
12,95,7,49,-0.606810440364854,-0.7058454780901259,0
12,96,21,139,0.8273254201011235,0.4607835409938907,0
12,97,8,72,-0.5043721646172842,-0.40770695099087717,0
12,98,9,69,-0.4019338888697143,-0.44659458496034443,0
12,99,14,105,0.11025748986813477,0.0200570226732622,0
12,100,46,335,3.3882823137903686,3.0014422936657486,1
12,101,24,198,1.134640247343833,1.225573675726746,0
12,102,14,110,0.11025748986813477,0.08486974595570757,0
12,103,6,49,-0.7092487161124238,-0.7058454780901259,0
12,104,10,74,-0.2994956131221445,-0.38178186167789907,0
12,105,12,94,-0.09461906162700487,-0.1225309685481176,0
12,106,8,56,-0.5043721646172842,-0.6151076654947023,0
12,107,14,114,0.11025748986813477,0.13671992458166385,0
12,108,17,133,0.41757231711084425,0.3830082730549562,0
12,109,29,237,1.646831626081682,1.7311129173298196,0
12,110,19,156,0.6224488686059838,0.6811468001542049,0
12,111,23,186,1.0322019715962631,1.070023139848877,0
13,1,20,155,0.7248871443535537,0.6681842554977159,0
13,2,27,232,1.4419550745865424,1.6663001940473743,0
13,3,24,197,1.134640247343833,1.2126111310702568,0
13,4,27,233,1.4419550745865424,1.6792627387038632,0
13,5,25,226,1.2370785230914028,1.58852492610844,0
13,6,21,179,0.8273254201011235,0.9792853272534535,0
13,7,15,116,0.21269576561570458,0.162645013894642,0
13,8,15,109,0.21269576561570458,0.07190720129921849,0
13,9,6,54,-0.7092487161124238,-0.6410327548076805,0
13,10,16,106,0.3151340413632744,0.033019567329751275,0
13,11,35,243,2.261461280567101,1.808888185268754,0
13,12,9,76,-0.4019338888697143,-0.3558567723649209,0
13,13,20,162,0.7248871443535537,0.7589220680931393,0
13,14,28,205,1.5443933503341123,1.3163114883221694,0
13,15,14,106,0.11025748986813477,0.033019567329751275,0
13,16,49,364,3.695597141033078,3.3773560887039316,1
13,17,44,354,3.183405762295229,3.247730642139041,1
13,18,29,234,1.646831626081682,1.6922252833603524,0
13,19,15,120,0.21269576561570458,0.2144951925205983,0
13,20,7,59,-0.606810440364854,-0.5762200315252352,0
13,21,14,102,0.11025748986813477,-0.01883061129620502,0
13,22,21,194,0.8273254201011235,1.1737234971007897,0
13,23,16,145,0.3151340413632744,0.5385588089328252,0
13,24,7,56,-0.606810440364854,-0.6151076654947023,0
13,25,24,180,1.134640247343833,0.9922478719099427,0
13,26,17,139,0.41757231711084425,0.4607835409938907,0
13,27,19,135,0.6224488686059838,0.40893336236793437,0
13,28,11,99,-0.19705733737457468,-0.057718245265672236,0
13,29,8,75,-0.5043721646172842,-0.36881931702140996,0
13,30,29,221,1.646831626081682,1.5237122028259946,0
13,31,51,373,3.9004736925282177,3.4940189906123336,1
13,32,13,109,0.00781921412056495,0.07190720129921849,0
13,33,39,277,2.67121438355738,2.2496147035893825,0
13,34,14,103,0.11025748986813477,-0.005868066639715946,0
13,35,19,171,0.6224488686059838,0.875584970001541,0
13,36,26,204,1.3395167988389727,1.3033489436656804,0
13,37,20,144,0.7248871443535537,0.525596264276336,0
13,38,21,165,0.8273254201011235,0.7978097020626066,0
13,39,8,65,-0.5043721646172842,-0.4984447635863007,0
13,40,13,113,0.00781921412056495,0.12375737992517478,0
13,41,17,129,0.41757231711084425,0.33115809442899996,0
13,42,18,139,0.520010592858414,0.4607835409938907,0
13,43,16,122,0.3151340413632744,0.24042028183357644,0
14,1,20,168,0.7248871443535537,0.8366973360320737,0
14,2,14,101,0.11025748986813477,-0.031793155952694094,0
14,3,16,146,0.3151340413632744,0.5515213535893142,0
14,4,19,144,0.6224488686059838,0.525596264276336,0
14,5,21,176,0.8273254201011235,0.9403976932839864,0
14,6,26,227,1.3395167988389727,1.6014874707649291,0
14,7,11,96,-0.19705733737457468,-0.09660587923513946,0
14,8,13,93,0.00781921412056495,-0.13549351320460667,0
14,9,39,311,2.67121438355738,2.690341221910011,0
14,10,34,280,2.1590230048195314,2.2885023375588496,0
14,11,29,222,1.646831626081682,1.5366747474824838,0
14,12,17,152,0.41757231711084425,0.6292966215282486,0
14,13,16,155,0.3151340413632744,0.6681842554977159,0
14,14,10,83,-0.2994956131221445,-0.2651189597694974,0
14,15,6,44,-0.7092487161124238,-0.7706582013725712,0
14,16,7,53,-0.606810440364854,-0.6539952994641696,0
14,17,16,123,0.3151340413632744,0.2533828264900655,0
14,18,22,176,0.9297636958486933,0.9403976932839864,0
14,19,16,110,0.3151340413632744,0.08486974595570757,0
14,20,5,34,-0.8116869918599936,-0.900283647937462,0
14,21,34,266,2.1590230048195314,2.1070267123680027,0
14,22,45,360,3.2858440380427987,3.3255059100779754,1
14,23,17,159,0.41757231711084425,0.7200344341236721,0
14,24,15,118,0.21269576561570458,0.18857010320762013,0
14,25,12,108,-0.09461906162700487,0.058944656642729416,0
14,26,13,92,0.00781921412056495,-0.14845605786109575,0
14,27,19,158,0.6224488686059838,0.707071889467183,0
14,28,12,95,-0.09461906162700487,-0.10956842389162852,0
14,29,4,41,-0.9141252676075634,-0.8095458353420384,0
14,30,12,102,-0.09461906162700487,-0.01883061129620502,0
14,31,21,165,0.8273254201011235,0.7978097020626066,0
14,32,26,209,1.3395167988389727,1.3681616669481258,0
14,33,11,83,-0.19705733737457468,-0.2651189597694974,0
14,34,15,119,0.21269576561570458,0.2015326478641092,0
14,35,14,105,0.11025748986813477,0.0200570226732622,0
14,36,15,119,0.21269576561570458,0.2015326478641092,0
14,37,28,221,1.5443933503341123,1.5237122028259946,0
14,38,18,114,0.520010592858414,0.13671992458166385,0
14,39,13,103,0.00781921412056495,-0.005868066639715946,0
14,40,9,77,-0.4019338888697143,-0.3428942277084318,0
14,41,8,72,-0.5043721646172842,-0.40770695099087717,0
14,42,13,117,0.00781921412056495,0.17560755855113105,0
14,43,9,90,-0.4019338888697143,-0.17438114717407388,0
14,44,26,211,1.3395167988389727,1.394086756261104,0
14,45,14,121,0.11025748986813477,0.22745773717708737,0
14,46,12,94,-0.09461906162700487,-0.1225309685481176,0
14,47,11,84,-0.19705733737457468,-0.25215641511300835,0
14,48,11,95,-0.19705733737457468,-0.10956842389162852,0
14,49,6,60,-0.7092487161124238,-0.5632574868687461,0
14,50,6,56,-0.7092487161124238,-0.6151076654947023,0
14,51,10,71,-0.2994956131221445,-0.4206694956473663,0
14,52,13,126,0.00781921412056495,0.2922704604595327,0
15,1,10,88,-0.2994956131221445,-0.20030623648705204,0
15,2,7,56,-0.606810440364854,-0.6151076654947023,0
15,3,7,76,-0.606810440364854,-0.3558567723649209,0
15,4,8,60,-0.5043721646172842,-0.5632574868687461,0
15,5,7,53,-0.606810440364854,-0.6539952994641696,0
15,6,8,73,-0.5043721646172842,-0.3947444063343881,0
15,7,9,62,-0.4019338888697143,-0.5373323975557679,0
15,8,10,75,-0.2994956131221445,-0.36881931702140996,0
15,9,7,57,-0.606810440364854,-0.6021451208382133,0
15,10,7,52,-0.606810440364854,-0.6669578441206586,0
15,11,8,61,-0.5043721646172842,-0.5502949422122569,0
15,12,5,44,-0.8116869918599936,-0.7706582013725712,0
15,13,7,52,-0.606810440364854,-0.6669578441206586,0
15,14,9,73,-0.4019338888697143,-0.3947444063343881,0
15,15,8,71,-0.5043721646172842,-0.4206694956473663,0
15,16,7,70,-0.606810440364854,-0.4336320403038553,0
15,17,5,42,-0.8116869918599936,-0.7965832906855493,0
15,18,7,58,-0.606810440364854,-0.5891825761817242,0
15,19,12,97,-0.09461906162700487,-0.08364333457865038,0
15,20,8,64,-0.5043721646172842,-0.5114073082427898,0
15,21,11,86,-0.19705733737457468,-0.22623132580003016,0
15,22,12,119,-0.09461906162700487,0.2015326478641092,0
15,23,6,53,-0.7092487161124238,-0.6539952994641696,0
15,24,7,78,-0.606810440364854,-0.32993168305194276,0
15,25,7,54,-0.606810440364854,-0.6410327548076805,0
15,26,8,66,-0.5043721646172842,-0.48548221892981164,0
15,27,8,52,-0.5043721646172842,-0.6669578441206586,0
15,28,12,96,-0.09461906162700487,-0.09660587923513946,0
15,29,9,69,-0.4019338888697143,-0.44659458496034443,0
15,30,4,44,-0.9141252676075634,-0.7706582013725712,0
15,31,7,51,-0.606810440364854,-0.6799203887771477,0
15,32,8,57,-0.5043721646172842,-0.6021451208382133,0
15,33,11,81,-0.19705733737457468,-0.29104404908247555,0
15,34,6,38,-0.7092487161124238,-0.8484334693115057,0
15,35,6,46,-0.7092487161124238,-0.744733112059593,0
15,36,6,46,-0.7092487161124238,-0.744733112059593,0
15,37,4,31,-0.9141252676075634,-0.9391712819069291,0
15,38,4,33,-0.9141252676075634,-0.913246192593951,0
15,39,10,91,-0.2994956131221445,-0.1614186025175848,0
15,40,4,37,-0.9141252676075634,-0.8613960139679947,0
15,41,5,37,-0.8116869918599936,-0.8613960139679947,0
15,42,11,78,-0.19705733737457468,-0.32993168305194276,0
15,43,4,41,-0.9141252676075634,-0.8095458353420384,0
15,44,8,63,-0.5043721646172842,-0.5243698528992788,0
15,45,5,40,-0.8116869918599936,-0.8225083799985276,0
15,46,3,31,-1.0165635433551332,-0.9391712819069291,0
15,47,10,76,-0.2994956131221445,-0.3558567723649209,0
15,48,8,56,-0.5043721646172842,-0.6151076654947023,0
15,49,6,49,-0.7092487161124238,-0.7058454780901259,0
15,50,5,39,-0.8116869918599936,-0.8354709246550166,0
15,51,4,34,-0.9141252676075634,-0.900283647937462,0
15,52,9,68,-0.4019338888697143,-0.4595571296168335,0
15,53,7,54,-0.606810440364854,-0.6410327548076805,0
15,54,8,69,-0.5043721646172842,-0.44659458496034443,0
15,55,8,60,-0.5043721646172842,-0.5632574868687461,0
15,56,8,58,-0.5043721646172842,-0.5891825761817242,0
15,57,5,42,-0.8116869918599936,-0.7965832906855493,0
15,58,6,53,-0.7092487161124238,-0.6539952994641696,0
15,59,6,48,-0.7092487161124238,-0.7188080227466149,0
15,60,6,58,-0.7092487161124238,-0.5891825761817242,0
15,61,5,38,-0.8116869918599936,-0.8484334693115057,0
15,62,4,32,-0.9141252676075634,-0.9262087372504401,0
15,63,7,51,-0.606810440364854,-0.6799203887771477,0
15,64,5,45,-0.8116869918599936,-0.7576956567160822,0
15,65,16,120,0.3151340413632744,0.2144951925205983,0
15,66,9,83,-0.4019338888697143,-0.2651189597694974,0
15,67,4,41,-0.9141252676075634,-0.8095458353420384,0
15,68,6,46,-0.7092487161124238,-0.744733112059593,0
15,69,5,32,-0.8116869918599936,-0.9262087372504401,0
15,70,5,43,-0.8116869918599936,-0.7836207460290603,0
15,71,6,48,-0.7092487161124238,-0.7188080227466149,0
15,72,5,47,-0.8116869918599936,-0.731770567403104,0
15,73,3,36,-1.0165635433551332,-0.8743585586244838,0
15,74,8,77,-0.5043721646172842,-0.3428942277084318,0
15,75,5,47,-0.8116869918599936,-0.731770567403104,0
15,76,3,30,-1.0165635433551332,-0.9521338265634183,0
15,77,5,42,-0.8116869918599936,-0.7965832906855493,0
15,78,5,44,-0.8116869918599936,-0.7706582013725712,0
15,79,6,54,-0.7092487161124238,-0.6410327548076805,0
15,80,5,48,-0.8116869918599936,-0.7188080227466149,0
15,81,5,57,-0.8116869918599936,-0.6021451208382133,0
15,82,6,53,-0.7092487161124238,-0.6539952994641696,0
15,83,3,36,-1.0165635433551332,-0.8743585586244838,0
15,84,6,44,-0.7092487161124238,-0.7706582013725712,0
15,85,17,132,0.41757231711084425,0.37004572839846717,0
15,86,5,38,-0.8116869918599936,-0.8484334693115057,0
15,87,8,69,-0.5043721646172842,-0.44659458496034443,0
15,88,16,124,0.3151340413632744,0.2663453711465546,0
15,89,5,38,-0.8116869918599936,-0.8484334693115057,0
15,90,4,37,-0.9141252676075634,-0.8613960139679947,0
15,91,4,37,-0.9141252676075634,-0.8613960139679947,0
15,92,3,40,-1.0165635433551332,-0.8225083799985276,0
15,93,3,25,-1.0165635433551332,-1.0169465498458636,0
15,94,7,50,-0.606810440364854,-0.6928829334336368,0
15,95,3,36,-1.0165635433551332,-0.8743585586244838,0
15,96,8,67,-0.5043721646172842,-0.47251967427332253,0
15,97,7,53,-0.606810440364854,-0.6539952994641696,0
15,98,6,48,-0.7092487161124238,-0.7188080227466149,0
15,99,6,43,-0.7092487161124238,-0.7836207460290603,0
16,1,13,119,0.00781921412056495,0.2015326478641092,0
16,2,20,139,0.7248871443535537,0.4607835409938907,0
16,3,9,69,-0.4019338888697143,-0.44659458496034443,0
16,4,8,59,-0.5043721646172842,-0.5762200315252352,0
16,5,9,76,-0.4019338888697143,-0.3558567723649209,0
16,6,7,54,-0.606810440364854,-0.6410327548076805,0
16,7,14,119,0.11025748986813477,0.2015326478641092,0
16,8,12,87,-0.09461906162700487,-0.21326878114354111,0
16,9,10,84,-0.2994956131221445,-0.25215641511300835,0
16,10,13,93,0.00781921412056495,-0.13549351320460667,0
16,11,19,140,0.6224488686059838,0.47374608565037973,0
16,12,19,145,0.6224488686059838,0.5385588089328252,0
16,13,13,103,0.00781921412056495,-0.005868066639715946,0
16,14,21,192,0.8273254201011235,1.1477984077878114,0
16,15,11,94,-0.19705733737457468,-0.1225309685481176,0
16,16,5,44,-0.8116869918599936,-0.7706582013725712,0
16,17,7,52,-0.606810440364854,-0.6669578441206586,0
16,18,10,76,-0.2994956131221445,-0.3558567723649209,0
16,19,7,46,-0.606810440364854,-0.744733112059593,0
16,20,11,75,-0.19705733737457468,-0.36881931702140996,0
16,21,7,62,-0.606810440364854,-0.5373323975557679,0
16,22,13,112,0.00781921412056495,0.1107948352686857,0
16,23,13,95,0.00781921412056495,-0.10956842389162852,0
16,24,9,75,-0.4019338888697143,-0.36881931702140996,0
16,25,15,132,0.21269576561570458,0.37004572839846717,0
16,26,21,161,0.8273254201011235,0.7459595234366503,0
16,27,22,183,0.9297636958486933,1.0311355058794098,0
16,28,19,160,0.6224488686059838,0.7329969787801612,0
16,29,9,83,-0.4019338888697143,-0.2651189597694974,0
16,30,20,180,0.7248871443535537,0.9922478719099427,0
16,31,15,126,0.21269576561570458,0.2922704604595327,0
16,32,12,122,-0.09461906162700487,0.24042028183357644,0
16,33,22,178,0.9297636958486933,0.9663227825969645,0
16,34,10,80,-0.2994956131221445,-0.3040065937389646,0
16,35,32,224,1.9541464533243915,1.5625998367954619,0
16,36,30,228,1.749269901829252,1.614450015421418,0
16,37,14,88,0.11025748986813477,-0.20030623648705204,0
16,38,19,141,0.6224488686059838,0.4867086303068688,0
16,39,11,101,-0.19705733737457468,-0.031793155952694094,0
16,40,10,71,-0.2994956131221445,-0.4206694956473663,0
16,41,19,149,0.6224488686059838,0.5904089875587814,0
16,42,5,49,-0.8116869918599936,-0.7058454780901259,0
16,43,15,114,0.21269576561570458,0.13671992458166385,0
16,44,14,125,0.11025748986813477,0.27930791580304365,0
16,45,16,125,0.3151340413632744,0.27930791580304365,0
16,46,7,53,-0.606810440364854,-0.6539952994641696,0
16,47,8,66,-0.5043721646172842,-0.48548221892981164,0
16,48,18,134,0.520010592858414,0.3959708177114453,0
16,49,15,109,0.21269576561570458,0.07190720129921849,0
16,50,7,60,-0.606810440364854,-0.5632574868687461,0
16,51,13,106,0.00781921412056495,0.033019567329751275,0
16,52,12,88,-0.09461906162700487,-0.20030623648705204,0
16,53,12,87,-0.09461906162700487,-0.21326878114354111,0
16,54,10,73,-0.2994956131221445,-0.3947444063343881,0
16,55,6,69,-0.7092487161124238,-0.44659458496034443,0
16,56,13,110,0.00781921412056495,0.08486974595570757,0
16,57,7,67,-0.606810440364854,-0.47251967427332253,0
16,58,10,74,-0.2994956131221445,-0.38178186167789907,0
16,59,19,127,0.6224488686059838,0.3052330051160218,0
16,60,13,111,0.00781921412056495,0.09783229061219663,0
16,61,23,191,1.0322019715962631,1.1348358631313225,0
16,62,17,138,0.41757231711084425,0.4478209963374016,0
16,63,18,144,0.520010592858414,0.525596264276336,0
16,64,14,123,0.11025748986813477,0.2533828264900655,0
16,65,17,124,0.41757231711084425,0.2663453711465546,0
16,66,17,139,0.41757231711084425,0.4607835409938907,0
16,67,16,129,0.3151340413632744,0.33115809442899996,0
16,68,13,101,0.00781921412056495,-0.031793155952694094,0
16,69,25,190,1.2370785230914028,1.1218733184748333,0
16,70,21,150,0.8273254201011235,0.6033715322152705,0
16,71,23,179,1.0322019715962631,0.9792853272534535,0
16,72,23,188,1.0322019715962631,1.0959482291618552,0
16,73,16,114,0.3151340413632744,0.13671992458166385,0
16,74,10,79,-0.2994956131221445,-0.3169691383954537,0
16,75,27,204,1.4419550745865424,1.3033489436656804,0
16,76,30,218,1.749269901829252,1.4848245688565274,0
16,77,20,141,0.7248871443535537,0.4867086303068688,0
16,78,18,147,0.520010592858414,0.5644838982458033,0
16,79,18,139,0.520010592858414,0.4607835409938907,0
16,80,26,225,1.3395167988389727,1.5755623814519508,0
16,81,26,214,1.3395167988389727,1.4329743902305712,0
16,82,6,55,-0.7092487161124238,-0.6280702101511915,0
16,83,7,72,-0.606810440364854,-0.40770695099087717,0
16,84,14,100,0.11025748986813477,-0.044755700609183165,0
16,85,11,81,-0.19705733737457468,-0.29104404908247555,0
16,86,19,176,0.6224488686059838,0.9403976932839864,0
16,87,10,81,-0.2994956131221445,-0.29104404908247555,0
16,88,13,106,0.00781921412056495,0.033019567329751275,0
16,89,24,209,1.134640247343833,1.3681616669481258,0
16,90,20,156,0.7248871443535537,0.6811468001542049,0
16,91,20,165,0.7248871443535537,0.7978097020626066,0
16,92,33,255,2.0565847290719614,1.964438721146623,0
16,93,17,137,0.41757231711084425,0.43485845168091253,0
16,94,19,159,0.6224488686059838,0.7200344341236721,0
16,95,15,107,0.21269576561570458,0.045982111986240345,0
16,96,15,119,0.21269576561570458,0.2015326478641092,0
16,97,18,154,0.520010592858414,0.6552217108412267,0
16,98,10,74,-0.2994956131221445,-0.38178186167789907,0
16,99,10,84,-0.2994956131221445,-0.25215641511300835,0
16,100,10,81,-0.2994956131221445,-0.29104404908247555,0
16,101,18,137,0.520010592858414,0.43485845168091253,0
16,102,14,112,0.11025748986813477,0.1107948352686857,0
16,103,16,143,0.3151340413632744,0.5126337196198469,0
16,104,12,90,-0.09461906162700487,-0.17438114717407388,0
16,105,11,102,-0.19705733737457468,-0.01883061129620502,0
16,106,27,188,1.4419550745865424,1.0959482291618552,0
16,107,13,117,0.00781921412056495,0.17560755855113105,0
16,108,11,114,-0.19705733737457468,0.13671992458166385,0
16,109,7,52,-0.606810440364854,-0.6669578441206586,0
16,110,18,131,0.520010592858414,0.35708318374197806,0
16,111,15,104,0.21269576561570458,0.007094478016773126,0
16,112,25,204,1.2370785230914028,1.3033489436656804,0
16,113,9,86,-0.4019338888697143,-0.22623132580003016,0
16,114,14,107,0.11025748986813477,0.045982111986240345,0
16,115,23,166,1.0322019715962631,0.8107722467190956,0
16,116,22,178,0.9297636958486933,0.9663227825969645,0
16,117,5,40,-0.8116869918599936,-0.8225083799985276,0
16,118,15,123,0.21269576561570458,0.2533828264900655,0
16,119,19,145,0.6224488686059838,0.5385588089328252,0
16,120,11,84,-0.19705733737457468,-0.25215641511300835,0
16,121,7,71,-0.606810440364854,-0.4206694956473663,0
16,122,9,84,-0.4019338888697143,-0.25215641511300835,0
16,123,12,94,-0.09461906162700487,-0.1225309685481176,0
16,124,17,140,0.41757231711084425,0.47374608565037973,0
16,125,26,178,1.3395167988389727,0.9663227825969645,0
16,126,12,102,-0.09461906162700487,-0.01883061129620502,0
16,127,16,98,0.3151340413632744,-0.07068078992216131,0
16,128,9,61,-0.4019338888697143,-0.5502949422122569,0
17,1,25,221,1.2370785230914028,1.5237122028259946,0
17,2,12,107,-0.09461906162700487,0.045982111986240345,0
17,3,9,63,-0.4019338888697143,-0.5243698528992788,0
17,4,13,118,0.00781921412056495,0.18857010320762013,0
17,5,17,144,0.41757231711084425,0.525596264276336,0
17,6,11,110,-0.19705733737457468,0.08486974595570757,0
17,7,23,214,1.0322019715962631,1.4329743902305712,0
17,8,11,96,-0.19705733737457468,-0.09660587923513946,0
17,9,16,139,0.3151340413632744,0.4607835409938907,0
17,10,10,79,-0.2994956131221445,-0.3169691383954537,0
17,11,10,81,-0.2994956131221445,-0.29104404908247555,0
17,12,25,228,1.2370785230914028,1.614450015421418,0
17,13,13,118,0.00781921412056495,0.18857010320762013,0
17,14,7,59,-0.606810440364854,-0.5762200315252352,0
17,15,21,165,0.8273254201011235,0.7978097020626066,0
17,16,14,128,0.11025748986813477,0.31819554977251086,0
17,17,13,102,0.00781921412056495,-0.01883061129620502,0
17,18,18,135,0.520010592858414,0.40893336236793437,0
17,19,12,104,-0.09461906162700487,0.007094478016773126,0
17,20,12,98,-0.09461906162700487,-0.07068078992216131,0
17,21,11,102,-0.19705733737457468,-0.01883061129620502,0
17,22,9,72,-0.4019338888697143,-0.40770695099087717,0
17,23,26,211,1.3395167988389727,1.394086756261104,0
17,24,13,94,0.00781921412056495,-0.1225309685481176,0
17,25,12,101,-0.09461906162700487,-0.031793155952694094,0
17,26,12,84,-0.09461906162700487,-0.25215641511300835,0
17,27,9,92,-0.4019338888697143,-0.14845605786109575,0
17,28,12,101,-0.09461906162700487,-0.031793155952694094,0
17,29,13,104,0.00781921412056495,0.007094478016773126,0
17,30,12,96,-0.09461906162700487,-0.09660587923513946,0
17,31,13,121,0.00781921412056495,0.22745773717708737,0
17,32,8,68,-0.5043721646172842,-0.4595571296168335,0
17,33,23,173,1.0322019715962631,0.9015100593145191,0
17,34,19,138,0.6224488686059838,0.4478209963374016,0
17,35,12,106,-0.09461906162700487,0.033019567329751275,0
17,36,18,114,0.520010592858414,0.13671992458166385,0
17,37,13,88,0.00781921412056495,-0.20030623648705204,0
17,38,7,50,-0.606810440364854,-0.6928829334336368,0
17,39,18,136,0.520010592858414,0.4218959070244234,0
17,40,13,113,0.00781921412056495,0.12375737992517478,0
17,41,10,86,-0.2994956131221445,-0.22623132580003016,0
17,42,14,93,0.11025748986813477,-0.13549351320460667,0
17,43,6,59,-0.7092487161124238,-0.5762200315252352,0
17,44,22,170,0.9297636958486933,0.862622425345052,0
17,45,13,111,0.00781921412056495,0.09783229061219663,0
17,46,19,163,0.6224488686059838,0.7718846127496284,0
17,47,19,148,0.6224488686059838,0.5774464429022923,0
17,48,9,75,-0.4019338888697143,-0.36881931702140996,0
17,49,9,84,-0.4019338888697143,-0.25215641511300835,0
17,50,5,34,-0.8116869918599936,-0.900283647937462,0
17,51,25,194,1.2370785230914028,1.1737234971007897,0
17,52,9,85,-0.4019338888697143,-0.23919387045651924,0
17,53,16,137,0.3151340413632744,0.43485845168091253,0
17,54,14,112,0.11025748986813477,0.1107948352686857,0
17,55,16,132,0.3151340413632744,0.37004572839846717,0
17,56,13,94,0.00781921412056495,-0.1225309685481176,0
17,57,18,167,0.520010592858414,0.8237347913755847,0
17,58,18,139,0.520010592858414,0.4607835409938907,0
17,59,23,180,1.0322019715962631,0.9922478719099427,0
17,60,27,217,1.4419550745865424,1.4718620242000384,0
17,61,13,114,0.00781921412056495,0.13671992458166385,0
17,62,15,133,0.21269576561570458,0.3830082730549562,0
17,63,10,82,-0.2994956131221445,-0.27808150442598645,0
17,64,21,180,0.8273254201011235,0.9922478719099427,0
17,65,9,71,-0.4019338888697143,-0.4206694956473663,0
17,66,14,106,0.11025748986813477,0.033019567329751275,0
17,67,18,141,0.520010592858414,0.4867086303068688,0
17,68,15,107,0.21269576561570458,0.045982111986240345,0
17,69,22,164,0.9297636958486933,0.7848471574061174,0
17,70,18,163,0.520010592858414,0.7718846127496284,0
17,71,15,142,0.21269576561570458,0.4996711749633579,0
17,72,11,79,-0.19705733737457468,-0.3169691383954537,0
17,73,14,122,0.11025748986813477,0.24042028183357644,0
17,74,9,73,-0.4019338888697143,-0.3947444063343881,0
17,75,12,92,-0.09461906162700487,-0.14845605786109575,0
17,76,13,113,0.00781921412056495,0.12375737992517478,0
17,77,11,80,-0.19705733737457468,-0.3040065937389646,0
17,78,14,115,0.11025748986813477,0.14968246923815293,0
17,79,12,93,-0.09461906162700487,-0.13549351320460667,0
17,80,15,110,0.21269576561570458,0.08486974595570757,0
17,81,9,70,-0.4019338888697143,-0.4336320403038553,0
17,82,13,112,0.00781921412056495,0.1107948352686857,0
17,83,12,102,-0.09461906162700487,-0.01883061129620502,0
17,84,11,82,-0.19705733737457468,-0.27808150442598645,0
17,85,14,101,0.11025748986813477,-0.031793155952694094,0
17,86,14,97,0.11025748986813477,-0.08364333457865038,0
17,87,9,64,-0.4019338888697143,-0.5114073082427898,0
17,88,20,147,0.7248871443535537,0.5644838982458033,0
17,89,14,104,0.11025748986813477,0.007094478016773126,0
17,90,10,69,-0.2994956131221445,-0.44659458496034443,0
17,91,11,90,-0.19705733737457468,-0.17438114717407388,0
17,92,14,99,0.11025748986813477,-0.057718245265672236,0
17,93,26,185,1.3395167988389727,1.057060595192388,0
17,94,15,110,0.21269576561570458,0.08486974595570757,0
17,95,14,117,0.11025748986813477,0.17560755855113105,0
17,96,12,91,-0.09461906162700487,-0.1614186025175848,0
17,97,27,226,1.4419550745865424,1.58852492610844,0
17,98,14,136,0.11025748986813477,0.4218959070244234,0
17,99,24,175,1.134640247343833,0.9274351486274973,0
17,100,14,120,0.11025748986813477,0.2144951925205983,0
17,101,18,157,0.520010592858414,0.694109344810694,0
17,102,16,133,0.3151340413632744,0.3830082730549562,0
17,103,9,78,-0.4019338888697143,-0.32993168305194276,0
17,104,14,116,0.11025748986813477,0.162645013894642,0
17,105,11,92,-0.19705733737457468,-0.14845605786109575,0
17,106,9,89,-0.4019338888697143,-0.18734369183056296,0
17,107,18,139,0.520010592858414,0.4607835409938907,0
17,108,8,66,-0.5043721646172842,-0.48548221892981164,0
17,109,5,57,-0.8116869918599936,-0.6021451208382133,0
17,110,23,170,1.0322019715962631,0.862622425345052,0
17,111,21,148,0.8273254201011235,0.5774464429022923,0
18,1,15,119,0.21269576561570458,0.2015326478641092,0
18,2,15,135,0.21269576561570458,0.40893336236793437,0
18,3,3,25,-1.0165635433551332,-1.0169465498458636,0
18,4,6,49,-0.7092487161124238,-0.7058454780901259,0
