sura,aya,combined_score
5,30,0.9929786878460531
5,31,0.8893007604476907
5,32,0.6998360254799585
5,33,0.7794904065877362
5,34,0.9729480654182056
5,35,0.9496135852742784
5,36,0.9038400209460352
5,37,0.9901733783710067
5,38,0.9516792609142377
5,39,0.9651922522472826
5,40,0.9074203839061037
5,41,0.5254998762141239
5,42,0.8602280924028369
5,43,0.9614910848430747
5,44,0.6431985401549634
5,45,0.7287116811439114
5,46,0.8436653083032204
5,47,0.9730125643014202
5,48,0.5797501996952693
5,49,0.7878803824417673
5,50,0.9813718169695075
5,51,0.8758112242646632
5,52,0.858163953471482
5,53,0.9086459060897121
5,54,0.7220961233794143
5,55,0.9552637576070031
5,56,0.9906591691633908
5,57,0.8806593213744505
5,58,0.9762478251504537
5,59,0.9241239832197399
5,60,0.8710618281348643
5,61,0.950984165325655
5,62,0.9772663262291328
5,63,0.9615017410220927
5,64,0.6063521206060494
5,65,0.9472146644001798
5,66,0.8888247181787251
5,67,0.8986200536076396
5,68,0.8224652206216567
5,69,0.896933384669164
5,70,0.922284102820127
5,71,0.9388410483135927
5,72,0.7906885720131831
5,73,0.8979237630453858
5,74,0.9936251164245327
5,75,0.9010209742961761
5,76,0.9269784205948215
5,77,0.9184399071786253
5,78,0.9657573991655843
5,79,0.9917156705755698
5,80,0.9544737625548725
5,81,0.9661001158685653
5,82,0.8053001023221814
5,83,0.9224122779461317
5,84,0.9452530756320278
5,85,0.9615017410220927
5,86,0.9671674003637087
5,87,0.9645918577889947
5,88,0.9876736594012255
5,89,0.6190803759539025
5,90,0.9438889000754054
5,91,0.9221336262918246
5,92,0.9538455840875328
5,93,0.844315946763723
5,94,0.8854342766629337
5,95,0.6221038097896772
5,96,0.9259400230819042
5,97,0.8520059614813491
5,98,0.999155213994413
5,99,0.981263429912076
5,100,0.9655089101446956
5,101,0.8919629278960035
5,102,0.9890742558487771
5,103,0.9330348722258102
5,104,0.8967001381999019
5,105,0.9327146931285655
5,106,0.5995630451832138
5,107,0.8136917786615228
5,108,0.891785021650245
5,109,0.9763797747312537
5,110,0.528441727909288
5,111,0.972277587191616
5,112,0.9313571120663959
5,113,0.9715464398521763
5,114,0.90692606847169
5,115,0.9598854175205342
5,116,0.6965017099942735
5,117,0.8660187822065039
5,118,0.9958507273668853
5,119,0.8961093526135634
5,120,0.9731683043794425
6,1,0.9340837918218128
6,2,0.9626827896466372
6,3,0.9858860370178364
6,4,0.9971741560461171
6,5,0.9863579746050573
6,6,0.8007740794197143
6,7,0.9717739189503933
6,8,0.9873357499804802
6,9,0.9719418289348787
6,10,0.9837950290833835
6,11,0.9868765100534362
6,12,0.8906783963688771
6,13,0.9729151022141906
6,14,0.8997104688806451
6,15,0.945042616123307
6,16,0.9948476777060661
6,17,0.9339554133551871
6,18,0.9806032796974359
6,19,0.7541653679408538
6,20,0.9269049925155501
6,21,0.9790918765774459
6,22,0.9629250472222004
6,23,0.9548513578315458
6,24,0.9929790732564401
6,25,0.804559237348189
6,26,0.9938860845301827
6,27,0.9690704327923517
6,28,0.956172174091898
6,29,0.9926310685488743
6,30,0.9346674606020728
6,31,0.8804221877645381
6,32,0.9546329252732839
6,33,0.9475309584598933
6,34,0.9200689024828563
6,35,0.8663334316779681
6,36,0.9772643544577035
6,37,0.9439223794488809
6,38,0.9184131247751595
6,39,0.9607410004702902
6,40,0.9747758997183409
6,41,0.9866760732877561
6,42,0.9716513100646964
6,43,0.9714291151836443
6,44,0.9388410483135927
6,45,0.9942661136015074
6,46,0.9220354882089827
6,47,0.9839649676660236
6,48,0.9760065741077493
6,49,0.9810959306256779
6,50,0.8556030908421347
6,51,0.9620809307663724
6,52,0.8813109571527341
6,53,0.9496627061476367
6,54,0.8744040408914433
6,55,0.9368262505100051
6,56,0.9147134452286043
6,57,0.9070190699157039
6,58,0.9556752559751647
6,59,0.8277654465718809
6,60,0.9076774020876485
6,61,0.9646522759392007
6,62,0.9910386001428042
6,63,0.9626412962996935
6,64,0.9797383091444664
6,65,0.8877772598774021
6,66,0.9788773231485963
6,67,0.9636854614791099
6,68,0.8846483188460453
6,69,0.9909466701271701
6,70,0.662412445507488
6,71,0.7082700040263809
6,72,0.9998523831297262
6,73,0.8813109571527341
6,74,0.9790478432778439
6,75,0.9695559212246142
6,76,0.9691670798926997
6,77,0.9587697314300081
6,78,0.9657541961283047
6,79,0.985683032447219
6,80,0.8993719480579222
6,81,0.9136489841244075
6,82,0.9584609013039249
6,83,0.9671543153835732
6,84,0.8787920812262084
6,85,0.9753517930920055
6,86,0.9785238486729537
6,87,0.9165430060609454
6,88,0.9556752559751647
6,89,0.9427825846779765
6,90,0.9667640629425904
6,91,0.6699772735052887
6,92,0.8901832605318061
6,93,0.622587068978342
6,94,0.8191126712898266
6,95,0.9565341001244905
6,96,0.9790266005691646
6,97,0.9642130261379536
6,98,0.9545840244284886
6,99,0.6410309132520831
6,100,0.9472583491724884
6,101,0.9266837308927677
6,102,0.9268437120023323
6,103,0.985353953465563
6,104,0.9704973430249686
6,105,0.9417562788090172
6,106,0.96962970324242
6,107,0.9865469185012745
6,108,0.8918578206683601
6,109,0.9244001357599446
6,110,0.9530012823971048
6,111,0.8731675977575653
6,112,0.9059453577393481
6,113,0.9522578785858796
6,114,0.8867984575467995
6,115,0.9787586511374113
6,116,0.9369658367747787
6,117,0.9621464685912624
6,118,0.9922777193718557
6,119,0.8409508068594538
6,120,0.9553888694675332
6,121,0.8870037877804902
6,122,0.9043177674807223
6,123,0.962609832325429
6,124,0.8583012699398342
6,125,0.875021286413397
6,126,0.9736708730785635
6,127,0.992698983637903
6,128,0.7415705011044817
6,129,0.9916032804083943
6,130,0.7955632065179274
6,131,0.9892742981900906
6,132,0.989444139878254
6,133,0.9650636048445567
6,134,0.9761405455348532
6,135,0.9626290608996209
6,136,0.8173964250875483
6,137,0.8885388053403742
6,138,0.8522594445470911
6,139,0.9068974773891436
6,140,0.9403047126533719
6,141,0.7500519449448197
6,142,0.952654636431728
6,143,0.8757514031123655
6,144,0.6919365123243109
6,145,0.7620791445099473
6,146,0.8459545134509409
6,147,0.9819232664558125
6,148,0.7580402378384447
6,149,0.9945067683768988
6,150,0.8512183526257175
6,151,0.6606019736411408
6,152,0.7325091805914343
6,153,0.9514332878720193
6,154,0.9498813829296044
6,155,0.9879143434117565
6,156,0.9790266005691646
6,157,0.7573085659374799
6,158,0.766021228963121
6,159,0.9548921763301526
6,160,0.9421739740631488
6,161,0.9707866707574289
6,162,0.995761033160481
6,163,0.9875160364525821
6,164,0.8588428102432867
6,165,0.9227760683466886
7,1,0.9735040057996358
7,2,0.9836193443603787
7,3,0.9816955112973296
7,4,0.9938436815237996
7,5,0.9882344804796872
7,6,0.9330374656889016
7,7,0.9668365308805079
7,8,0.9813718169695075
7,9,0.941985656765375
7,10,0.9897629258921141
7,11,0.9414330950437526
7,12,0.9346957292675588
7,13,0.9440107883007247
7,14,0.9876327083826792
7,15,0.9705280618475705
7,16,0.9758369692721344
7,17,0.9612849058154663
7,18,0.9762478251504537
7,19,0.9589011671942345
7,20,0.8894537001101227
7,21,0.9533483114381704
7,22,0.8133224733221935
7,23,0.9800657748892312
7,24,0.9874686159526941
7,25,0.9730286278666196
7,26,0.9362602725108005
7,27,0.7893139750267728
7,28,0.9049044279279399
7,29,0.9523448960354902
7,30,0.9311078293812818
7,31,0.9731822107135615
7,32,0.8694049745988579
7,33,0.8288348862123758
7,34,0.9885238948704645
7,35,0.9573039528379446
7,36,0.9717008266135159
7,37,0.7199442129152662
7,38,0.6941212016005386
7,39,0.9740142663845717
7,40,0.8904698546936187
7,41,0.9945736863421124
7,42,0.9573070169243496
7,43,0.7404117044301786
7,44,0.8762513959087055
7,45,0.9858956949308217
7,46,0.9163506059715936
7,47,0.9594528129768034
7,48,0.9403474208504992
7,49,0.9611849529709662
7,50,0.9367382252223068
7,51,0.8917716865002903
7,52,0.9734340781859387
7,53,0.7397201403554868
7,54,0.7590488965166751
7,55,0.9931187120982985
7,56,0.9701406039802511
7,57,0.8299895864867375
7,58,0.9518178880436461
7,59,0.9369577694101291
7,60,0.974785205740953
7,61,0.9899520947928222
7,62,0.9981924756971003
7,63,0.9597296502230245
7,64,0.9467817874227261
7,65,0.9732319029978131
7,66,0.9819146221956665
7,67,0.9907337095571095
7,68,0.9832281357883119
7,69,0.8618667121792787
7,70,0.962206613505213
7,71,0.8898923514350368
7,72,0.9589672927036523
7,73,0.7944264921080515
7,74,0.875174304477206
7,75,0.9037693032005931
7,76,0.9983960004018181
7,77,0.9715464398521763
7,78,0.9471325250142941
7,79,0.9690629704470748
7,80,0.9875085445986704
7,81,0.99606447738675
7,82,0.9863579746050573
7,83,0.9718651335676072
7,84,0.9923763896818689
7,85,0.7239598679651611
7,86,0.8894463951712048
7,87,0.9329709595244061
7,88,0.9188455673588116
7,89,0.6944715403544465
7,90,0.9798379068057426
7,91,0.9471325250142941
7,92,0.9763279883063984
7,93,0.9683992002241874
7,94,0.9704973430249686
7,95,0.9429662536551561
7,96,0.9366060247275108
7,97,0.9936251164245327
7,98,0.9998523831297262
7,99,0.9932843617456595
7,100,0.9500083064244826
7,101,0.8987100683429373
7,102,0.9888408055387844
7,103,0.9647524660183409
7,104,0.9939757189183085
7,105,0.9467670041961149
7,106,0.9592133880373308
7,107,0.9742530529892819
7,108,0.97300655609874
7,109,0.975528981194004
7,110,0.9834932600280994
7,111,0.978238158573504
7,112,0.9807776132310391
7,113,0.9959224396287449
7,114,0.984302234787102
7,115,0.9911660325312478
7,116,0.9777388495948051
7,117,0.986000876737197
7,118,0.9739802043081975
7,119,0.964744387901356
7,120,0.9425582511026438
7,121,0.9640045307547502
7,122,0.9278125558618906
7,123,0.9490827209560553
7,124,0.9518104393409558
7,125,0.9854090680812781
7,126,0.9644556865414976
7,127,0.8765049768839845
7,128,0.9534269863671737
