sura,aya,lof_score,lof_is_anom
3,81,-1.0262965499400352,0
3,82,-0.9994387639577529,0
3,83,-0.9494843937726414,0
3,84,-0.9932574671961417,0
3,85,-1.0762277912915617,0
3,86,-0.9650170599398082,0
3,87,-0.9456699626012751,0
3,88,-1.122812772823275,0
3,89,-0.9704469597957418,0
3,90,-0.9818758486066056,0
3,91,-0.9952541284708648,0
3,92,-0.9691851636232125,0
3,93,-1.0237749685286694,0
3,94,-0.9766455992243286,0
3,95,-0.9778832668667459,0
3,96,-1.3050735062274965,0
3,97,-1.0055143341485304,0
3,98,-0.9579478910827476,0
3,99,-0.9722904169586661,0
3,100,-1.1537216136627997,0
3,101,-0.9766274596874862,0
3,102,-1.0859993667982923,0
3,103,-1.0547951815476437,0
3,104,-1.0002570704394989,0
3,105,-0.9506081857419696,0
3,106,-1.0592344011852084,0
3,107,-1.074358933034734,0
3,108,-0.9150826453209164,0
3,109,-1.045397079056276,0
3,110,-1.1212290574811408,0
3,111,-1.0537431030199986,0
3,112,-1.0152266520654867,0
3,113,-1.0762114780581493,0
3,114,-0.9794367911783712,0
3,115,-1.0083319935936328,0
3,116,-0.9861042855058596,0
3,117,-1.006335331184781,0
3,118,-1.0017599864647406,0
3,119,-0.9973682169643213,0
3,120,-1.0277735457491504,0
3,121,-0.992613574526127,0
3,122,-0.9976384208339526,0
3,123,-0.9942136749249751,0
3,124,-0.9655276036816962,0
3,125,-1.0138987093454115,0
3,126,-1.0457142684046354,0
3,127,-0.9481525366885244,0
3,128,-1.0213286091936804,0
3,129,-1.132427173929733,0
3,130,-1.0966694623782633,0
3,131,-1.0788799007971301,0
3,132,-0.9852991907891913,0
3,133,-1.2191981567355668,0
3,134,-1.1716850776428276,0
3,135,-1.005907020423183,0
3,136,-1.0138987093454115,0
3,137,-0.9993573857624896,0
3,138,-1.0878080056287645,0
3,139,-1.2103486691088376,0
3,140,-0.9962394613215064,0
3,141,-1.0505930725019066,0
3,142,-0.9923952898693,0
3,143,-1.0065171969925863,0
3,144,-0.9784807283069716,0
3,145,-0.9978425608271382,0
3,146,-0.9742911011561335,0
3,147,-1.2747524518934759,0
3,148,-1.0025664216775771,0
3,149,-1.2707512087919752,0
3,150,-1.0124820007352409,0
3,151,-0.9616906416768984,0
3,152,-0.9721326664587444,0
3,153,-0.9923379908503254,0
3,154,-1.1668059614783712,0
3,155,-1.0256908176975295,0
3,156,-1.0233460617475862,0
3,157,-1.1598408712828103,0
3,158,-0.9573550050990761,0
3,159,-1.1453727685226174,0
3,160,-1.0570721731164723,0
3,161,-1.2113159474799802,0
3,162,-1.1967090749303038,0
3,163,-1.0057421798343953,0
3,164,-0.9957590268521136,0
3,165,-1.0063361653663854,0
3,166,-1.1322091658789903,0
3,167,-0.9942009421940761,0
3,168,-1.2837932564806607,0
3,169,-0.9522994678666826,0
3,170,-1.0206861731804648,0
3,171,-0.999201768553616,0
3,172,-1.0086378204359414,0
3,173,-1.2909314813053174,0
3,174,-1.0648136781568236,0
3,175,-1.0334337095372654,0
3,176,-0.9742911011561335,0
3,177,-0.9811884762752776,0
3,178,-1.1499809161276027,0
3,179,-0.9727451272538034,0
3,180,-1.0308177521904716,0
3,181,-1.0082526471214712,0
3,182,-1.0581163162610632,0
3,183,-0.9721035856282285,0
3,184,-1.0146238349713401,0
3,185,-0.9920747526959971,0
3,186,-1.0065122290005741,0
3,187,-0.9923973434113547,0
3,188,-1.0343690717245377,0
3,189,-1.0952285644725355,0
3,190,-0.9600526604160503,0
3,191,-1.0166061268243602,0
3,192,-0.9932235007587373,0
3,193,-1.0281130268579082,0
3,194,-1.146208481309205,0
3,195,-0.9987370504953464,0
3,196,-0.9984502176005356,0
3,197,-1.0725979880157896,0
3,198,-0.9735680752837096,0
3,199,-1.0243322981227798,0
3,200,-1.10294108616068,0
4,1,-1.0142849856944927,0
4,2,-1.0969768432952705,0
4,3,-0.9774857324271048,0
4,4,-1.1514332186041616,0
4,5,-1.104567247609459,0
4,6,-1.0396315836027081,0
4,7,-1.0169063244390188,0
4,8,-1.0451687092840223,0
4,9,-1.0002570704394989,0
4,10,-0.9738978314856022,0
4,11,-1.0342054870810231,0
4,12,-1.586504282059068,1
4,13,-1.0253185552376316,0
4,14,-1.002491635522344,0
4,15,-0.984995707203306,0
4,16,-1.0239517784478458,0
4,17,-0.9890759479308642,0
4,18,-1.0018700039876443,0
4,19,-1.1135930950539954,0
4,20,-1.1452194332373073,0
4,21,-1.0033913293368435,0
4,22,-0.9983960659509498,0
4,23,-1.1995380692453363,0
4,24,-0.9988780635278234,0
4,25,-1.008295546962255,0
4,26,-0.9494843937726414,0
4,27,-1.3101864181474088,0
4,28,-1.003421960051352,0
4,29,-1.0007475257507,0
4,30,-0.9572934870247174,0
4,31,-1.0804919663701225,0
4,32,-1.042302645065502,0
4,33,-1.0346824501990588,0
4,34,-1.0040272774332064,0
4,35,-1.010395938911837,0
4,36,-1.0751683877324507,0
4,37,-1.009112308928541,0
4,38,-1.0535837027438115,0
4,39,-1.1637118936641233,0
4,40,-0.9840242606263165,0
4,41,-0.9703355110683874,0
4,42,-0.9241470714002922,0
4,43,-0.9762201469142011,0
4,44,-1.2891205423110548,0
4,45,-0.9691175717560616,0
4,46,-0.995720348513364,0
4,47,-1.007896505209432,0
4,48,-1.3211993873178096,0
4,49,-0.9993573857624896,0
4,50,-0.935067819461783,0
4,51,-1.044481586066554,0
4,52,-0.998509501945948,0
4,53,-0.9742837480588215,0
4,54,-0.9945187185169543,0
4,55,-1.0254586084419135,0
4,56,-1.0167612316683459,0
4,57,-1.0710420109023944,0
4,58,-0.9846632555448538,0
4,59,-1.0458512194537204,0
4,60,-1.0273902476447698,0
4,61,-1.1590301777698584,0
4,62,-0.9792965461983906,0
4,63,-0.9506081857419696,0
4,64,-0.9991991660380016,0
4,65,-0.9771318102687058,0
4,66,-0.9961350292806136,0
4,67,-1.0385746024516407,0
4,68,-1.4878415577503021,0
4,69,-0.9969763970309931,0
4,70,-1.0245467704597826,0
4,71,-1.9313652770362233,1
4,72,-0.9797208076419593,0
4,73,-0.9724541009913878,0
4,74,-1.0054434685006715,0
4,75,-1.312470882285783,0
4,76,-1.0622239942006806,0
4,77,-0.9797720434604816,0
4,78,-0.9626811763579852,0
4,79,-1.0059771662645045,0
4,80,-0.992613574526127,0
4,81,-0.9810394647264792,0
4,82,-1.0678794770946824,0
4,83,-1.0345241352289272,0
4,84,-1.0352759515575574,0
4,85,-1.3244787868835695,0
4,86,-1.0229629156936835,0
4,87,-0.9992723667698413,0
4,88,-1.0396363865795826,0
4,89,-0.977863710789906,0
4,90,-1.1752590552575817,0
4,91,-1.3867460066413424,0
4,92,-1.154272132457184,0
4,93,-1.0060505542937177,0
4,94,-0.9915155376546687,0
4,95,-1.422219652726462,0
4,96,-1.1731943074569737,0
4,97,-1.1024166533499842,0
4,98,-1.1573170602370015,0
4,99,-0.9996990339911616,0
4,100,-1.0120754065829916,0
4,101,-1.0004678795308521,0
4,102,-1.003674934679387,0
4,103,-1.3037409956628365,0
4,104,-1.2004928219654538,0
4,105,-0.9940605734221755,0
4,106,-0.9924209224441851,0
4,107,-1.0048998920770569,0
4,108,-1.3005103967851357,0
4,109,-1.0330101934565454,0
4,110,-0.9730594659544025,0
4,111,-0.9733828270531584,0
4,112,-1.3438802412924362,0
4,113,-0.9947452743377596,0
4,114,-1.023901729066164,0
4,115,-0.9905494254393974,0
4,116,-1.457244874128185,0
4,117,-0.9704469597957418,0
4,118,-1.031345898665105,0
4,119,-2.616882652008361,1
4,120,-0.9939781394114757,0
4,121,-1.0187529346680346,0
4,122,-1.0176710505170714,0
4,123,-1.0496058834285704,0
4,124,-0.9940605734221755,0
4,125,-1.0657954176702042,0
4,126,-0.9756379690010922,0
4,127,-0.9721606539303591,0
4,128,-1.025231641450071,0
4,129,-1.013268313592646,0
4,130,-0.9720054760743377,0
4,131,-0.9964432701615934,0
4,132,-1.0423122354819132,0
4,133,-0.9290989979118909,0
4,134,-1.4092751085454733,0
4,135,-0.9891533781991111,0
4,136,-0.9748794858996106,0
4,137,-1.0203097677465138,0
4,138,-0.9883910945835563,0
4,139,-1.1586857406723816,0
4,140,-0.9889279660109491,0
4,141,-1.064354936026752,0
4,142,-1.052635815648422,0
4,143,-1.0390616538593282,0
4,144,-1.131749374037802,0
4,145,-1.3006862220489452,0
4,146,-1.0009123761689451,0
4,147,-1.5647878032917837,1
4,148,-1.2682419055729208,0
4,149,-1.1844276097247823,0
4,150,-0.9911465284688452,0
4,151,-1.7998514560480459,1
4,152,-1.026282150872791,0
4,153,-1.0671662227883474,0
4,154,-1.1227735928532878,0
4,155,-1.1065793636452934,0
4,156,-1.002446502577832,0
4,157,-1.2212275551742273,0
4,158,-1.019196331552688,0
4,159,-1.1035484716582427,0
4,160,-1.0165517410972469,0
4,161,-1.009296957635773,0
4,162,-1.0056582242056726,0
4,163,-1.2074947926178072,0
4,164,-1.0662826472684308,0
4,165,-0.9828751747166932,0
4,166,-1.017328693370335,0
4,167,-1.0128623097903973,0
4,168,-0.9150826453209164,0
4,169,-0.998509501945948,0
4,170,-0.9809420822868319,0
4,171,-1.2228857580545847,0
4,172,-1.01596462094918,0
4,173,-1.1239955304462566,0
4,174,-1.0691731244909628,0
4,175,-1.015612080770659,0
4,176,-1.0455754749976813,0
5,1,-1.020802848561733,0
5,2,-1.1998898718765498,0
5,3,-1.013224224707577,0
5,4,-0.9680780419645233,0
5,5,-0.9910534447913142,0
5,6,-1.0158274274128374,0
5,7,-0.9938312178005401,0
5,8,-1.0050082469994028,0
5,9,-0.9791691627253915,0
5,10,-1.2006723717303454,0
5,11,-1.017084350608427,0
5,12,-1.0747614374362315,0
5,13,-1.02681769297289,0
5,14,-1.059358166233735,0
5,15,-0.9976626277171021,0
5,16,-1.0141365064614791,0
5,17,-1.2378379025437485,0
5,18,-0.9671899992381304,0
5,19,-1.0621960589007744,0
5,20,-0.9850700277795843,0
5,21,-1.1317812839172716,0
5,22,-0.9936324327798749,0
5,23,-1.0501740015820797,0
5,24,-1.0086378204359414,0
5,25,-1.0882756767802237,0
5,26,-0.987678088508025,0
5,27,-0.9838802437798229,0
5,28,-0.973182880443724,0
5,29,-1.005062028739906,0
5,30,-1.0453963039654401,0
5,31,-0.9946086703411222,0
5,32,-1.020248886731397,0
5,33,-1.0040893922310532,0
5,34,-1.0477895585261705,0
5,35,-1.1209711980031378,0
5,36,-1.0318237212102273,0
5,37,-1.1208837206074036,0
5,38,-1.0105426504257369,0
5,39,-1.1293193163771043,0
5,40,-1.151681349364186,0
5,41,-1.0304792744122309,0
5,42,-0.9813667838161025,0
5,43,-0.975734833897534,0
5,44,-0.9866686693837433,0
5,45,-1.3385589745706314,0
5,46,-1.1083687355025362,0
5,47,-1.0034338245238468,0
5,48,-1.1948118522107651,0
5,49,-1.131329056600562,0
5,50,-0.9898086316126313,0
5,51,-1.074667760593805,0
5,52,-1.0073498349840386,0
5,53,-1.1755833610574362,0
5,54,-1.001563357160053,0
5,55,-1.140848871224729,0
5,56,-1.0391068867062085,0
5,57,-1.0395036326912173,0
5,58,-1.1064286864583088,0
5,59,-1.0720690403066437,0
5,60,-0.9839545338332837,0
5,61,-1.1132333689317633,0
5,62,-0.9944432141508017,0
5,63,-1.0582054530673517,0
5,64,-1.077541260162142,0
5,65,-1.0900631888465349,0
5,66,-0.9909375110844663,0
5,67,-1.0025294606585924,0
5,68,-1.0051012165437097,0
5,69,-1.0516565556344293,0
5,70,-1.0079300750892586,0
5,71,-1.0172769231005687,0
5,72,-0.9849853920510606,0
5,73,-0.9959529943782094,0
5,74,-0.992569284488642,0
5,75,-0.9809420822868319,0
5,76,-1.4045309135348623,0
5,77,-1.0021010671274786,0
5,78,-0.9770457489029598,0
5,79,-1.150081393318645,0
5,80,-0.9476120080286151,0
5,81,-0.9735220723384963,0
5,82,-1.227493962451396,0
5,83,-1.0002352840983435,0
5,84,-1.1684276238546474,0
5,85,-1.0582054530673517,0
5,86,-1.2006723717303454,0
5,87,-0.9858069846919267,0
5,88,-0.9572934870247174,0
5,89,-1.0330467249639628,0
5,90,-0.9650170599398082,0
5,91,-1.0099312716816455,0
5,92,-1.1215876169888328,0
5,93,-1.0504236750180718,0
5,94,-0.9822602970279242,0
5,95,-1.0053204058367688,0
5,96,-1.0483716428298506,0
5,97,-1.0062262881982922,0
5,98,-0.9866872463705942,0
5,99,-1.112906685590605,0
5,100,-0.9846494131490567,0
5,101,-0.9967832758207729,0
5,102,-0.9866735672872469,0
5,103,-0.9754998649071105,0
5,104,-1.0569875495698609,0
5,105,-1.0307004334828513,0
5,106,-1.0688318840291413,0
5,107,-1.1233742927066608,0
5,108,-0.9950024020218514,0
5,109,-1.034255703444346,0
5,110,-1.0126278757376317,0
5,111,-1.1573170602370015,0
5,112,-0.9880121206829393,0
5,113,-1.0506811447247315,0
5,114,-0.9901366612431334,0
5,115,-1.2155469874722913,0
5,116,-1.3820528278263604,0
5,117,-1.0456768594820944,0
5,118,-1.0035120144063447,0
5,119,-0.992536866247197,0
5,120,-1.1158021091554078,0
6,1,-1.0315475212812344,0
6,2,-1.3213315867373807,0
6,3,-1.0240300355442558,0
6,4,-0.9954178146142016,0
6,5,-0.9908930339671056,0
6,6,-1.067365863993983,0
6,7,-1.0241256250311637,0
6,8,-1.0157084839245298,0
6,9,-1.050810314289743,0
6,10,-0.9905132147529301,0
6,11,-1.0829663949209416,0
6,12,-0.9886092142881242,0
6,13,-1.012908887763093,0
6,14,-1.0126265975791378,0
6,15,-1.4233647211916391,0
6,16,-1.045229336664301,0
6,17,-1.200756413138008,0
6,18,-0.9875043040663731,0
6,19,-1.0407479976589715,0
6,20,-1.1569777454743373,0
6,21,-1.1952630784283014,0
6,22,-1.054988931933125,0
6,23,-1.4449906854459593,0
6,24,-0.9971392065433463,0
6,25,-0.9831036682163294,0
6,26,-0.999201768553616,0
6,27,-1.0424711020375625,0
6,28,-1.0535596208362557,0
6,29,-1.2178177053580765,0
6,30,-0.9880859930318981,0
6,31,-1.014603364957745,0
6,32,-1.000636486464702,0
6,33,-1.16691972279738,0
6,34,-0.9760269836286641,0
6,35,-0.9991292069321984,0
6,36,-1.0590036768008129,0
6,37,-1.0793309580935588,0
6,38,-1.1539095413130025,0
6,39,-1.0114332554877676,0
6,40,-1.0580423572667417,0
6,41,-1.139259603175287,0
6,42,-1.1535894082861606,0
6,43,-1.07424631859965,0
6,44,-1.0172769231005687,0
6,45,-0.9636983226453018,0
6,46,-1.010395938911837,0
6,47,-0.9497427106011447,0
6,48,-1.0112913644477637,0
6,49,-1.0587241188701273,0
6,50,-1.1814664490837674,0
6,51,-1.0134883982009155,0
6,52,-1.0194409805867652,0
6,53,-1.1672366859979466,0
6,54,-1.0909390174342704,0
6,55,-1.404230409032832,0
6,56,-1.103461770002006,0
6,57,-1.127134907122802,0
6,58,-1.0238929013430653,0
6,59,-1.348088197596074,0
6,60,-0.9875210929800652,0
6,61,-1.0393018495123296,0
6,62,-0.9942358109462119,0
6,63,-0.9730880574592244,0
6,64,-0.977196934399981,0
6,65,-0.9953037860779025,0
6,66,-1.030577768399493,0
6,67,-1.775093338651677,1
6,68,-1.0219664600442333,0
6,69,-0.9534803211961153,0
6,70,-1.0096869018034782,0
6,71,-1.035726671353199,0
6,72,-0.9820110173831271,0
6,73,-1.0194409805867652,0
6,74,-1.0438088600534952,0
6,75,-0.9669588355446364,0
6,76,-1.0115148046216726,0
6,77,-1.017963762711362,0
6,78,-0.9849958205552722,0
6,79,-0.9728465146521597,0
6,80,-1.021985131548277,0
6,81,-1.005071173841227,0
6,82,-1.0334337095372654,0
6,83,-1.4788137922630786,0
6,84,-1.039187018746102,0
6,85,-1.0033193958580742,0
6,86,-0.9779839603945657,0
6,87,-1.397113135087005,0
6,88,-1.0238929013430653,0
6,89,-0.9964781676488789,0
6,90,-1.0301879078382519,0
6,91,-1.0234836149650837,0
6,92,-0.9812762073448725,0
